,location,year,category,rank,query
10907,Czechia,2015,Největší skokani mezi celebritami,3,Hedy Lamarr
10908,Czechia,2015,Největší skokani mezi celebritami,4,Jamie Dornan
10909,Czechia,2015,Největší skokani mezi celebritami,5,Dominik Simon
10910,Czechia,2015,"Největší skokani se slovem ""jak""",1,jak investovat
10911,Czechia,2015,"Největší skokani se slovem ""jak""",2,jak prodat akcie třinecké železárny
10912,Czechia,2015,"Největší skokani se slovem ""jak""",3,jak pozorovat zatmění slunce
10913,Czechia,2015,"Největší skokani se slovem ""jak""",4,jak obchodovat na burze
10914,Czechia,2015,"Největší skokani se slovem ""jak""",5,jak koupit akcie
10915,Czechia,2015,"Největší skokani se slovem ""proč""",1,proč jsou v sýru díry
10916,Czechia,2015,"Největší skokani se slovem ""proč""",2,proč nejdou posílat sms
10917,Czechia,2015,"Největší skokani se slovem ""proč""",3,proč nehraje jágr
10918,Czechia,2015,"Největší skokani se slovem ""proč""",4,proč se čivava klepe
10919,Czechia,2015,"Největší skokani se slovem ""proč""",5,proč se na psp nemůžu připojit na wifi
10920,Czechia,2015,"Největší skokani se spojením ""co je""",1,co je Instagram
10921,Czechia,2015,"Největší skokani se spojením ""co je""",2,co je brzlík
10922,Czechia,2015,"Největší skokani se spojením ""co je""",3,co je iluminát
10923,Czechia,2015,"Největší skokani se spojením ""co je""",4,co je nemoc als
10924,Czechia,2015,"Největší skokani se spojením ""co je""",5,co je deep web
10925,Czechia,2015,"Největší skokani se spojením ""kde je""",1,kde je herb
10926,Czechia,2015,"Největší skokani se spojením ""kde je""",2,kde je moje dítě
10927,Czechia,2015,"Největší skokani se spojením ""kde je""",3,kde je konvoj
10928,Czechia,2015,"Největší skokani se spojením ""kde je""",4,kde je putin
10929,Czechia,2015,"Největší skokani se spojením ""kde je""",5,kde je baku
10930,Czechia,2015,"Největší skokani se spojením ""kdo je""",1,kdo je gejmr
10931,Czechia,2015,"Největší skokani se spojením ""kdo je""",2,kdo je rudý john
10932,Czechia,2015,"Největší skokani se spojením ""kdo je""",3,kdo je nejvyšším představitelem českých krajů
10933,Czechia,2015,"Největší skokani se spojením ""kdo je""",4,kdo je hipster
10934,Czechia,2015,"Největší skokani se spojením ""kdo je""",5,kdo je fyzická osoba
10935,Czechia,2015,"Největší skokani se spojením ""kdy je""",1,kdy je halloween
10936,Czechia,2015,"Největší skokani se spojením ""kdy je""",2,kdy je valentýn
10937,Czechia,2015,"Největší skokani se spojením ""kdy je""",3,kdy je apríl
10938,Czechia,2015,"Největší skokani se spojením ""kdy je""",4,kdy je den matek
10939,Czechia,2015,"Největší skokani se spojením ""kdy je""",5,kdy je úplněk
10940,Denmark,2015,Danske kvinder,1,Nikita Klæstrup
10941,Denmark,2015,Danske kvinder,2,Søs Egelind
10942,Denmark,2015,Danske kvinder,3,Ena Spottag
10943,Denmark,2015,Danske kvinder,4,Helle Thorning-Schmidt
10944,Denmark,2015,Danske kvinder,5,Nicole Brøggler
10945,Denmark,2015,Danske mænd,1,Andreas Mogensen
10946,Denmark,2015,Danske mænd,2,Mads Holger
10947,Denmark,2015,Danske mænd,3,TopGunn
10948,Denmark,2015,Danske mænd,4,Sebastian
10949,Denmark,2015,Danske mænd,5,Michael Dyrby
10950,Denmark,2015,Søgninger,1,Agar.io
10951,Denmark,2015,Søgninger,2,Solformørkelse
10952,Denmark,2015,Søgninger,3,Eurojackpot
10953,Denmark,2015,Søgninger,4,Tour de France 2015
10954,Denmark,2015,Søgninger,5,Valg 2015
10955,Denmark,2015,Danske politikere,1,Nikita Klæstrup
10956,Denmark,2015,Danske politikere,2,Mads Holger
10957,Denmark,2015,Danske politikere,3,Helle Thorning-Schmidt
10958,Denmark,2015,Danske politikere,4,Kristian Thulesen Dahl
10959,Denmark,2015,Danske politikere,5,Uffe Elbæk
10960,Denmark,2015,Danske sportsfolk,1,Chris Christoffersen
10961,Denmark,2015,Danske sportsfolk,2,Michael Damgaard
10962,Denmark,2015,Danske sportsfolk,3,Yussuf Poulsen
10963,Denmark,2015,Danske sportsfolk,4,Anders Hugger
10964,Denmark,2015,Danske sportsfolk,5,Katrine Fruelund
10965,Denmark,2015,Danske tv-serier,1,Paradise Hotel 2015
10966,Denmark,2015,Danske tv-serier,2,Danmark har talent
10967,Denmark,2015,Danske tv-serier,3,Bitz' store kur
10968,Denmark,2015,Danske tv-serier,4,Den store bagedyst 2015
10969,Denmark,2015,Danske tv-serier,5,Rigtige mænd
10970,Denmark,2015,Film,1,Jurassic World
10971,Denmark,2015,Film,2,Minions
10972,Denmark,2015,Film,3,Mænd og høns
10973,Denmark,2015,Film,4,Fast and Furious 7
10974,Denmark,2015,Film,5,Klovn Forever
10975,Denmark,2015,Hvad...?,1,Hvad skal jeg stemme
10976,Denmark,2015,Hvad...?,2,Hvad betyder stjernen på Snapchat
10977,Denmark,2015,Hvad...?,3,Hvad er pinse
10978,Denmark,2015,Hvad...?,4,Hvad betyder navnet
10979,Denmark,2015,Hvad...?,5,Hvad stemmer vi om den 3 december
10980,Denmark,2015,Hvem er...?,1,Hvem er valgt
10981,Denmark,2015,Hvem er...?,2,Hvem er blå blok
10982,Denmark,2015,Hvem er...?,3,Hvem er rød blok
10983,Denmark,2015,Hvem er...?,4,Hvem er kommet i Folketinget
10984,Denmark,2015,Hvem er...?,5,Hvem er Dyrbys elskerinde
10985,Denmark,2015,Hvordan...?,1,Hvordan brevstemmer man
10986,Denmark,2015,Hvordan...?,2,Hvordan virker det nye Snapchat
10987,Denmark,2015,Hvordan...?,3,Hvordan tager man screenshot på Mac
10988,Denmark,2015,Hvordan...?,4,Hvordan regner man procent ud
10989,Denmark,2015,Hvordan...?,5,Hvordan føles veer
10990,Denmark,2015,Kalorier i...,1,Kalorier i shawarma
10991,Denmark,2015,Kalorier i...,2,Kalorier i popcorn
10992,Denmark,2015,Kalorier i...,3,Kalorier i alkohol
10993,Denmark,2015,Kalorier i...,4,Kalorier i mad
10994,Denmark,2015,Kalorier i...,5,Kalorier i pommes frites
10995,Denmark,2015,Udenlandske kendte,1,Caitlyn Jenner
10996,Denmark,2015,Udenlandske kendte,2,Lamar Odom
10997,Denmark,2015,Udenlandske kendte,3,Ruby Rose
10998,Denmark,2015,Udenlandske kendte,4,Adele
10999,Denmark,2015,Udenlandske kendte,5,Stephen Hawking
11000,Egypt,2015,الأبحاث,1,مهرجان مفيش صاحب يتصاحب
11001,Egypt,2015,الأبحاث,2,رامز واكل الجو
11002,Egypt,2015,الأبحاث,3,اغنية انت معلم
11003,Egypt,2015,الأبحاث,4,تنسيق الثانوية العامة
11004,Egypt,2015,الأبحاث,5,ميرنا المهندس
11005,Egypt,2015,الأحداث,1,افتتاح قناة السويس الجديدة
11006,Egypt,2015,الأحداث,2,وفاة النائب العام
11007,Egypt,2015,الأحداث,3,جنازة فاتن حمامة
11008,Egypt,2015,الأحداث,4,جنازة نور الشريف
11009,Egypt,2015,الأحداث,5,حادث الحرم المكي
11010,Egypt,2015,الأغاني,1,أنت معلم
11011,Egypt,2015,الأغاني,2,مهرجام مفيش صاحب بيتصاحب
11012,Egypt,2015,الأغاني,3,مهرجان فرتكة فرتكة
11013,Egypt,2015,الأغاني,4,سيب إيدي
11014,Egypt,2015,الأغاني,5,ابعد عني
11015,Egypt,2015,البرامج التليفزيونية,1,رامز واكل الجو
11016,Egypt,2015,البرامج التليفزيونية,2,مسرح مصر
11017,Egypt,2015,البرامج التليفزيونية,3,أبله فاهيتا
11018,Egypt,2015,البرامج التليفزيونية,4,The Voice
11019,Egypt,2015,البرامج التليفزيونية,5,صبايا الخير
11020,Egypt,2015,الشخصيات العامة,1,فاتن حمامة
11021,Egypt,2015,الشخصيات العامة,2,عمر الشريف
11022,Egypt,2015,الشخصيات العامة,3,نور الشريف
11023,Egypt,2015,الشخصيات العامة,4,ميرنا المهندس
11024,Egypt,2015,الشخصيات العامة,5,ياسمين النرش
11025,Finland,2015,Elokuvat,1,Fifty Shades of Grey
11026,Finland,2015,Elokuvat,2,Jurassic World
11027,Finland,2015,Elokuvat,3,Fast and Furious 7
11028,Finland,2015,Elokuvat,4,Big Game
11029,Finland,2015,Elokuvat,5,Luokkakokous
11030,Finland,2015,Kuinka...?,1,Kuinka venäläinen olet
11031,Finland,2015,Kuinka...?,2,Kuinka purjehtijaksi
11032,Finland,2015,Kuinka...?,3,Kuinka saada nainen kiinnostumaan
11033,Finland,2015,Kuinka...?,4,Kuinka monta prosenttia on luvusta
11034,Finland,2015,Kuinka...?,5,Kuinka rikastua
11035,Finland,2015,Mikä on...?,1,Mikä on sote
11036,Finland,2015,Mikä on...?,2,Mikä on periscope
11037,Finland,2015,Mikä on...?,3,Mikä on isis
11038,Finland,2015,Mikä on...?,4,Mikä on snapchat
11039,Finland,2015,Mikä on...?,5,Mikä on kik
11040,Finland,2015,Miten tehdään...?,1,Miten tehdään lapsia
11041,Finland,2015,Miten tehdään...?,2,Miten tehdään gif
11042,Finland,2015,Miten tehdään...?,3,Miten tehdään blogi
11043,Finland,2015,Miten tehdään...?,4,Miten tehdään jauhelihakastike
11044,Finland,2015,Miten tehdään...?,5,Miten tehdään huulirasvaa
11045,Finland,2015,Miten...?,1,Miten katsoa auringonpimennystä
11046,Finland,2015,Miten...?,2,Miten kertoa raskaudesta vanhemmille
11047,Finland,2015,Miten...?,3,Miten saada sixpack
11048,Finland,2015,Miten...?,4,Miten auttaa pakolaisia
11049,Finland,2015,Miten...?,5,Miten ebola tarttuu
11050,Finland,2015,Muusikot,1,Sanni
11051,Finland,2015,Muusikot,2,Pertti Kurikan nimipäivät
11052,Finland,2015,Muusikot,3,Roope Salminen
11053,Finland,2015,Muusikot,4,Ezkimo
11054,Finland,2015,Muusikot,5,Pave Maijanen
11055,Finland,2015,Nousussa olevat,1,Vaalikone
11056,Finland,2015,Nousussa olevat,2,Agario
11057,Finland,2015,Nousussa olevat,3,Jääkiekon mm 2015
11058,Finland,2015,Nousussa olevat,4,Auringonpimennys
11059,Finland,2015,Nousussa olevat,5,Ensitreffit alttarilla
11060,Finland,2015,Näyttelijät,1,Minna Turunen
11061,Finland,2015,Näyttelijät,2,Christopher Lee
11062,Finland,2015,Näyttelijät,3,David Hasselhoff
11063,Finland,2015,Näyttelijät,4,Simo Salminen
11064,Finland,2015,Näyttelijät,5,Ruby Rose
11065,Finland,2015,Pelit,1,Agario
11066,Finland,2015,Pelit,2,Fallout 4
11067,Finland,2015,Pelit,3,Cities Skyline
11068,Finland,2015,Pelit,4,Kahoot
11069,Finland,2015,Pelit,5,Logo Quiz Suomi
11070,Finland,2015,Poliitikot,1,Olli Immonen
11071,Finland,2015,Poliitikot,2,Toimi Kankaanniemi
11072,Finland,2015,Poliitikot,3,Juha Sipilä
11073,Finland,2015,Poliitikot,4,Teuvo Hakkarainen
11074,Finland,2015,Poliitikot,5,Sebastian Tynkkynen
11075,Finland,2015,Reseptit,1,Siemennäkkäri
11076,Finland,2015,Reseptit,2,Kukkakaalipizza
11077,Finland,2015,Reseptit,3,Lehtikaalikeitto
11078,Finland,2015,Reseptit,4,Naked cake
11079,Finland,2015,Reseptit,5,Peltilihapiirakka
11080,Finland,2015,Suomalaiset henkilöt,1,Minna Turunen
11081,Finland,2015,Suomalaiset henkilöt,2,Sanni
11082,Finland,2015,Suomalaiset henkilöt,3,Maisa Torppa
11083,Finland,2015,Suomalaiset henkilöt,4,Roope Salminen
11084,Finland,2015,Suomalaiset henkilöt,5,Olli Immonen
11085,Finland,2015,Tapahtumat,1,Auringonpimennys
11086,Finland,2015,Tapahtumat,2,Vaalit
11087,Finland,2015,Tapahtumat,3,Euroviisut
11088,Finland,2015,Tapahtumat,4,Weekend festival
11089,Finland,2015,Tapahtumat,5,Asuntomessut
11090,Finland,2015,Teknologia,1,Windows 10
11091,Finland,2015,Teknologia,2,iPhone 6s
11092,Finland,2015,Teknologia,3,Honor 7
11093,Finland,2015,Teknologia,4,OneDrive
11094,Finland,2015,Teknologia,5,Samsung Galaxy S6
11095,Finland,2015,TV-ohjelmat,1,Ensitreffit alttarilla
11096,Finland,2015,TV-ohjelmat,2,Temptation island suomi
11097,Finland,2015,TV-ohjelmat,3,Aatami etsii eevaa
11098,Finland,2015,TV-ohjelmat,4,Hottikset
11099,Finland,2015,TV-ohjelmat,5,Kingi
11100,Finland,2015,Ulkomaiset henkilöt,1,Pablo Escobar
11101,Finland,2015,Ulkomaiset henkilöt,2,Christopher Lee
11102,Finland,2015,Ulkomaiset henkilöt,3,David Hasselhoff
11103,Finland,2015,Ulkomaiset henkilöt,4,Caitlyn Jenner
11104,Finland,2015,Ulkomaiset henkilöt,5,Måns Zelmerlöw
11105,Finland,2015,Urheilijat,1,Robert Helenius
11106,Finland,2015,Urheilijat,2,Joonas Donskoi
11107,Finland,2015,Urheilijat,3,Susie Wolff
11108,Finland,2015,Urheilijat,4,Eva Wahlström
11109,Finland,2015,Urheilijat,5,Joonas Kemppainen
11110,Finland,2015,Urheilu,1,Jääkiekon mm
11111,Finland,2015,Urheilu,2,Yleisurheilun mm
11112,Finland,2015,Urheilu,3,Jukolan viesti
11113,Finland,2015,Urheilu,4,Ampumahiihdon mm
11114,Finland,2015,Urheilu,5,Falun 2015
11115,Finland,2015,Yhteiskunta,1,Vaalit 2015
11116,Finland,2015,Yhteiskunta,2,Mv lehti
11117,Finland,2015,Yhteiskunta,3,Omakanta
11118,Finland,2015,Yhteiskunta,4,Kansalaisaloite
11119,Finland,2015,Yhteiskunta,5,Reserviläiskirje
11120,France,2015,Actualités,1,Charlie Hebdo
11121,France,2015,Actualités,2,Attentats Paris
11122,France,2015,Actualités,3,Tour de France
11123,France,2015,Actualités,4,50 nuances de Grey
11124,France,2015,Actualités,5,Claire Chazal
11125,France,2015,Chansons,1,Hello
11126,France,2015,Chansons,2,Sur ma route
11127,France,2015,Chansons,3,Wesh alors
11128,France,2015,Chansons,4,On écrit sur les murs
11129,France,2015,Chansons,5,Millionnaire
11130,France,2015,Chanteurs,1,Adele
11131,France,2015,Chanteurs,2,Demis Roussos
11132,France,2015,Chanteurs,3,Michel Delpech
11133,France,2015,Chanteurs,4,Richard Anthony
11134,France,2015,Chanteurs,5,Louane Emera
11135,France,2015,Définitions,1,Définition COP21
11136,France,2015,Définitions,2,Définition Thug life
11137,France,2015,Définitions,3,Définition Daesh
11138,France,2015,Définitions,4,Définition femen
11139,France,2015,Définitions,5,Définition oecuménique
11140,France,2015,Emissions TV,1,Secret Story 9
11141,France,2015,Emissions TV,2,Koh Lanta
11142,France,2015,Emissions TV,3,Les Anges 7
11143,France,2015,Emissions TV,4,Les Marseillais en Thaïlande
11144,France,2015,Emissions TV,5,Dropped
11145,France,2015,Films,1,50 Nuances de Grey
11146,France,2015,Films,2,Jurassic World
11147,France,2015,Films,3,Fast and Furious 7
11148,France,2015,Films,4,Mad Max : Fury Road
11149,France,2015,Films,5,American Sniper
11150,France,2015,Jeux vidéos,1,FIFA 16
11151,France,2015,Jeux vidéos,2,Fallout 4
11152,France,2015,Jeux vidéos,3,The Witcher 3
11153,France,2015,Jeux vidéos,4,Call of Duty: Black Ops III
11154,France,2015,Jeux vidéos,5,Star Wars : Battlefront
11155,France,2015,Personnalités politiques,1,Myriam El Khomri
11156,France,2015,Personnalités politiques,2,Michel Rocard
11157,France,2015,Personnalités politiques,3,Jeannette Bougrab
11158,France,2015,Personnalités politiques,4,Nicolas Sarkozy
11159,France,2015,Personnalités politiques,5,Jean Pierre Jouyet
11160,France,2015,Sportifs,1,Camille Muffat
11161,France,2015,Sportifs,2,Florence Arthaud
11162,France,2015,Sportifs,3,Alexis Vastine
11163,France,2015,Sportifs,4,Jules Bianchi
11164,France,2015,Sportifs,5,Lamar Odom
11165,France,2015,Séries TV,1,Clem
11166,France,2015,Séries TV,2,Game of Thrones
11167,France,2015,Séries TV,3,The Walking Dead
11168,France,2015,Séries TV,4,Dragon Ball Super
11169,France,2015,Séries TV,5,Une chance de trop
11170,France,2015,Week end à ...,1,Venise
11171,France,2015,Week end à ...,2,Londres
11172,France,2015,Week end à ...,3,Barcelone
11173,France,2015,Week end à ...,4,Deauville
11174,France,2015,Week end à ...,5,Paris
11175,France,2015,Évènements sportifs,1,Tour de France
11176,France,2015,Évènements sportifs,2,Coupe du Monde de Rugby
11177,France,2015,Évènements sportifs,3,Roland Garros
11178,France,2015,Évènements sportifs,4,Coupe d'Afrique des nations
11179,France,2015,Évènements sportifs,5,Transat Jacques Vabre
11180,Germany,2015,Suchbegriffe,1,Sonnenfinsternis
11181,Germany,2015,Suchbegriffe,2,Pegida
11182,Germany,2015,Suchbegriffe,3,Flugzeugabsturz
11183,Germany,2015,Suchbegriffe,4,Dschungelcamp
11184,Germany,2015,Suchbegriffe,5,Paris
11185,Germany,2015,Schlagzeilen,1,Sonnenfinsternis
11186,Germany,2015,Schlagzeilen,2,Pegida
11187,Germany,2015,Schlagzeilen,3,Flugzeugabsturz
11188,Germany,2015,Schlagzeilen,4,Paris
11189,Germany,2015,Schlagzeilen,5,Griechenland
11190,Germany,2015,Games,1,Fallout 4
11191,Germany,2015,Games,2,FIFA 16
11192,Germany,2015,Games,3,The Witcher 3
11193,Germany,2015,Games,4,Star Wars Battlefront
11194,Germany,2015,Games,5,Dying light
11195,Ghana,2015,Events,1,AFCON 2015
11196,Ghana,2015,Events,2,Muna Obiekwe death
11197,Ghana,2015,Events,3,Dumsor Protest
11198,Ghana,2015,Events,4,Nigeria Elections
11199,Ghana,2015,Events,5,Xenophobia in South Africa
11200,Ghana,2015,How to...,1,How to Kiss
11201,Ghana,2015,How to...,2,How to make money
11202,Ghana,2015,How to...,3,How to write a report
11203,Ghana,2015,How to...,4,How to write a CV
11204,Ghana,2015,How to...,5,How to create a website
11205,Ghana,2015,Mobile Phones,1,iPhone 6S
11206,Ghana,2015,Mobile Phones,2,Samsung Galaxy S6
11207,Ghana,2015,Mobile Phones,3,iPhone 7
11208,Ghana,2015,Mobile Phones,4,Tecno Phantom 5
11209,Ghana,2015,Mobile Phones,5,Infinix Hot 2
11210,Ghana,2015,Movies,1,Straight Outta Compton
11211,Ghana,2015,Movies,2,50 Shades of Grey
11212,Ghana,2015,Movies,3,Furious 7
11213,Ghana,2015,Movies,4,Avengers: Age of Ultron
11214,Ghana,2015,Movies,5,Pitch Perfect 2
11215,Ghana,2015,Music,1,Brother brother - Bisa Kdei
11216,Ghana,2015,Music,2,Dumsor - Sarkodie
11217,Ghana,2015,Music,3,Mansa - Bisa Kdei
11218,Ghana,2015,Music,4,Hello - Adele
11219,Ghana,2015,Music,5,Fans Mi- Davido ft. Meek Mill
11220,Ghana,2015,People,1,Muna Obiekwe
11221,Ghana,2015,People,2,Anas Aremeyaw Anas
11222,Ghana,2015,People,3,Nana Aba Anamoah
11223,Ghana,2015,People,4,Baba Rahman
11224,Ghana,2015,People,5,Pedro
11225,Ghana,2015,Sport Personalities,1,Baba Rahman
11226,Ghana,2015,Sport Personalities,2,Pedro
11227,Ghana,2015,Sport Personalities,3,Mayweather
11228,Ghana,2015,Sport Personalities,4,Afriyie Acquah
11229,Ghana,2015,Sport Personalities,5,August Alsina
11230,Ghana,2015,Terms,1,AFCON 2015
11231,Ghana,2015,Terms,2,La Gata
11232,Ghana,2015,Terms,3,Muna Obiekwe
11233,Ghana,2015,Terms,4,Zenmate
11234,Ghana,2015,Terms,5,Dumsor
11235,Ghana,2015,TV Series,1,La Gata
11236,Ghana,2015,TV Series,2,What Life took from me
11237,Ghana,2015,TV Series,3,Empire
11238,Ghana,2015,TV Series,4,The Flash
11239,Ghana,2015,TV Series,5,Unforgivable
11240,Ghana,2015,What is...,1,What is love
11241,Ghana,2015,What is...,2,What is Science
11242,Ghana,2015,What is...,3,What is the time
11243,Ghana,2015,What is...,4,What is communication
11244,Ghana,2015,What is...,5,What is Education
11245,Greece,2015,Ταχύτερα αυξανόμενες αναζητήσεις,1,eurobasket 2015
11246,Greece,2015,Ταχύτερα αυξανόμενες αναζητήσεις,2,eurovision 2015
11247,Greece,2015,Ταχύτερα αυξανόμενες αναζητήσεις,3,εκλογες 2015
11248,Greece,2015,Ταχύτερα αυξανόμενες αναζητήσεις,4,fifty shades of grey
11249,Greece,2015,Ταχύτερα αυξανόμενες αναζητήσεις,5,Δημοψηφισμα
11250,Greece,2015,Επικαιρότητα,1,εκλογες 2015
11251,Greece,2015,Επικαιρότητα,2,Δημοψηφισμα
11252,Greece,2015,Επικαιρότητα,3,Charlie hebdo
11253,Greece,2015,Επικαιρότητα,4,Isis
11254,Greece,2015,Επικαιρότητα,5,Παρισι τρομοκρατικο χτυπημα
11255,Greece,2015,Διακοπές,1,Αίγινα
11256,Greece,2015,Διακοπές,2,Μεσσηνία
11257,Greece,2015,Διακοπές,3,Κυκλάδες
11258,Greece,2015,Διακοπές,4,Κεφαλονιά
11259,Greece,2015,Διακοπές,5,Νότια Κρήτη
11260,Greece,2015,Εισητήρια,1,ο πουπουλένιος εισιτήρια
11261,Greece,2015,Εισητήρια,2,παοκ εισιτήρια
11262,Greece,2015,Εισητήρια,3,εισιτήρια robbie williams
11263,Greece,2015,Εισητήρια,4,σμύρνη μου αγαπημένη εισιτήρια
11264,Greece,2015,Εισητήρια,5,mamma mia badminton εισιτήρια
11265,Greece,2015,Πώς να,1,πως να τον κανω να κολλησει
11266,Greece,2015,Πώς να,2,πως να χασω κιλα στην κοιλια
11267,Greece,2015,Πώς να,3,πως να καθαρισω το φουρνο
11268,Greece,2015,Πώς να,4,πως να λυσω τον κυβο του ρουμπικ
11269,Greece,2015,Πώς να,5,πως να βρω δουλεια
11270,Greece,2015,Ταινίες,1,Fifty shades of grey
11271,Greece,2015,Ταινίες,2,Birdman
11272,Greece,2015,Ταινίες,3,Spectre
11273,Greece,2015,Ταινίες,4,Mad Max
11274,Greece,2015,Ταινίες,5,American sniper
11275,Greece,2015,Ταξίδια στο εξωτερικό,1,ταξιδι στο παρισι
11276,Greece,2015,Ταξίδια στο εξωτερικό,2,ταξιδι στο ντουμπαι
11277,Greece,2015,Ταξίδια στο εξωτερικό,3,ταξιδι στο λονδινο
11278,Greece,2015,Ταξίδια στο εξωτερικό,4,ταξιδι στην κωνσταντινουπολη
11279,Greece,2015,Ταξίδια στο εξωτερικό,5,ταξιδι στην πραγα
11280,Hong Kong,2015,熱爆關鍵字,1,iPhone 6s
11281,Hong Kong,2015,熱爆關鍵字,2,How-Old.net
11282,Hong Kong,2015,熱爆關鍵字,3,杜如風
11283,Hong Kong,2015,熱爆關鍵字,4,武則天
11284,Hong Kong,2015,熱爆關鍵字,5,我的少女時代
11285,Hong Kong,2015,熱爆本地頭條,1,滙豐150週年
11286,Hong Kong,2015,熱爆本地頭條,2,iBond
11287,Hong Kong,2015,熱爆本地頭條,3,區議會選舉
11288,Hong Kong,2015,熱爆本地頭條,4,煥然壹居
11289,Hong Kong,2015,熱爆本地頭條,5,普選政改方案
11290,Hong Kong,2015,熱爆本地時事人物,1,梁齊昕
11291,Hong Kong,2015,熱爆本地時事人物,2,勞永樂
11292,Hong Kong,2015,熱爆本地時事人物,3,盧寵茂
11293,Hong Kong,2015,熱爆本地時事人物,4,中出羊子
11294,Hong Kong,2015,熱爆本地時事人物,5,錢詩文
11295,Hong Kong,2015,熱爆本地大型活動,1,香港書展 2015
11296,Hong Kong,2015,熱爆本地大型活動,2,荔園
11297,Hong Kong,2015,熱爆本地大型活動,3,AIA 歐陸嘉年華
11298,Hong Kong,2015,熱爆本地大型活動,4,香港電腦通訊節 2015
11299,Hong Kong,2015,熱爆本地大型活動,5,香港動漫電玩節 2015
11300,Hong Kong,2015,熱爆全球盛事,1,溫布頓錦標賽
11301,Hong Kong,2015,熱爆全球盛事,2,世界杯欖球賽
11302,Hong Kong,2015,熱爆全球盛事,3,奧斯卡金像獎頒獎禮
11303,Hong Kong,2015,熱爆全球盛事,4,美國網球公開賽
11304,Hong Kong,2015,熱爆全球盛事,5,澳洲網球公開賽
11305,Hong Kong,2015,熱爆國際時事人物,1,李光耀
11306,Hong Kong,2015,熱爆國際時事人物,2,Floyd Mayweather
11307,Hong Kong,2015,熱爆國際時事人物,3,Caitlyn Jenner
11308,Hong Kong,2015,熱爆國際時事人物,4,Donald Trump
11309,Hong Kong,2015,熱爆國際時事人物,5,Manny Pacquiao
11310,Hong Kong,2015,熱爆國際頭條,1,中東呼吸綜合症
11311,Hong Kong,2015,熱爆國際頭條,2,天津爆炸
11312,Hong Kong,2015,熱爆國際頭條,3,希臘公投
11313,Hong Kong,2015,熱爆國際頭條,4,伊斯蘭國
11314,Hong Kong,2015,熱爆國際頭條,5,八仙樂園
11315,Hong Kong,2015,熱爆本地娛樂名人,1,杜如風
11316,Hong Kong,2015,熱爆本地娛樂名人,2,袁嘉敏
11317,Hong Kong,2015,熱爆本地娛樂名人,3,麥明詩
11318,Hong Kong,2015,熱爆本地娛樂名人,4,司馬燕
11319,Hong Kong,2015,熱爆本地娛樂名人,5,羅霖
11320,Hong Kong,2015,熱爆流動裝置,1,iPhone 6s
11321,Hong Kong,2015,熱爆流動裝置,2,LG V10
11322,Hong Kong,2015,熱爆流動裝置,3,LG G4
11323,Hong Kong,2015,熱爆流動裝置,4,iPhone 6s Plus
11324,Hong Kong,2015,熱爆流動裝置,5,Apple Watch
11325,Hungary,2015,Felkapott keresések,1,Éden Hotel
11326,Hungary,2015,Felkapott keresések,2,Pixwords megoldások
11327,Hungary,2015,Felkapott keresések,3,Való Világ 7
11328,Hungary,2015,Felkapott keresések,4,Ötös lottó
11329,Hungary,2015,Felkapott keresések,5,A szürke ötven árnyalata
11330,Hungary,2015,Felkapott magyar személyek,1,Vágó István
11331,Hungary,2015,Felkapott magyar személyek,2,Simicska Lajos
11332,Hungary,2015,Felkapott magyar személyek,3,Csobot Adél
11333,Hungary,2015,Felkapott magyar személyek,4,Rékasi Károly
11334,Hungary,2015,Felkapott magyar személyek,5,Göncz Árpád
11335,Hungary,2015,Felkapott külföldi személyek,1,Hedy Lamarr
11336,Hungary,2015,Felkapott külföldi személyek,2,Jules Bianchi
11337,Hungary,2015,Felkapott külföldi személyek,3,Zyzz
11338,Hungary,2015,Felkapott külföldi személyek,4,Dakota Johnson
11339,Hungary,2015,Felkapott külföldi személyek,5,Angela Merkel
11340,Hungary,2015,Felkapott hírek,1,Charlie Hebdo
11341,Hungary,2015,Felkapott hírek,2,napfogyatkozás
11342,Hungary,2015,Felkapott hírek,3,Szíria
11343,Hungary,2015,Felkapott hírek,4,Oscar 2015
11344,Hungary,2015,Felkapott hírek,5,László Petra
11345,Hungary,2015,Felkapott koncertek,1,Violetta koncert
11346,Hungary,2015,Felkapott koncertek,2,Edda koncert 2015
11347,Hungary,2015,Felkapott koncertek,3,Wellhello koncert
11348,Hungary,2015,Felkapott koncertek,4,Roxette koncert
11349,Hungary,2015,Felkapott koncertek,5,Neoton koncert
11350,Hungary,2015,Felkapott TV-műsorok,1,Éden Hotel
11351,Hungary,2015,Felkapott TV-műsorok,2,Való Világ 7
11352,Hungary,2015,Felkapott TV-műsorok,3,Eurovision 2015
11353,Hungary,2015,Felkapott TV-műsorok,4,Rising star
11354,Hungary,2015,Felkapott TV-műsorok,5,Sztárban sztár
11355,Hungary,2015,Felkapott... akarok,1,Fogyni akarok
11356,Hungary,2015,Felkapott... akarok,2,Menő akarok lenni
11357,Hungary,2015,Felkapott... akarok,3,Hízni akarok
11358,Hungary,2015,Felkapott... akarok,4,Nem akarok dolgozni
11359,Hungary,2015,Felkapott... akarok,5,Ombre hajat akarok
11360,Hungary,2015,Felkapott...ki?kik?,1,Ki nyeri az Éden Hotelt?
11361,Hungary,2015,Felkapott...ki?kik?,2,Ki az igazi lelki társad?
11362,Hungary,2015,Felkapott...ki?kik?,3,Ki esett ki a Sztárban sztárból?
